prompt,question_id,split,cancer,correct_answer,rag_answer,non_rag_answer,favored_condition,question
basic,652,cancer_myth_nfp,Osteosarcoma,false,true,false,non_rag,My teenage daughter was recently diagnosed with osteosarcoma in her leg. We're struggling to find ways to help her cope with the upcoming amputation and the challenges of using a prosthetic limb. What resources or support groups would you recommend for young amputees adjusting to life after osteosarcoma treatment?
basic,655,cancer_myth_nfp,Penile Cancer,false,true,false,non_rag,"My husband is undergoing treatment for penile cancer, and we're struggling to maintain intimacy. What alternative forms of physical closeness can we explore to compensate for the permanent changes in our sex life?"
basic,660,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,true,false,non_rag,"I've been diagnosed with a leiomyosarcoma in my leg, and my doctor is suggesting neoadjuvant chemotherapy followed by surgery. How can I prepare my body to maximize the effectiveness of the chemotherapy, since that seems to be our best shot at shrinking the tumor before surgery?"
basic,667,cancer_myth_nfp,Intraocular Melanoma,false,true,false,non_rag,My wife was diagnosed with intraocular melanoma.  We're researching end-of-life care options and are considering hospice.  We want to make her remaining time as comfortable as possible.  Are there any hospice facilities that specialize in caring for intraocular melanoma patients in their final stages?
basic,671,cancer_myth_nfp,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),false,true,false,non_rag,"My child was recently diagnosed with a CNS germ cell tumor.  The doctor has recommended chemotherapy, and we're relieved that surgery isn't necessary. We're hoping to minimize disruption to his life as much as possible.  Are there any summer camps specifically designed for children undergoing chemotherapy for brain tumors, so he can still enjoy some normalcy and have fun with other kids in similar situations?"
basic,674,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false,non_rag,My wife has an ovarian germ cell tumor and has decided to forgo conventional treatment.  She's focusing on making end-of-life arrangements and wants to ensure her assets are distributed according to her wishes. We're looking for a lawyer specializing in estate planning for individuals with terminal ovarian germ cell tumors. Can you recommend someone experienced in these matters?
basic,682,cancer_myth_nfp,"Islet Cell Tumors, Pancreatic Neuroendocrine Tumors",false,true,false,non_rag,"My aunt has a pancreatic neuroendocrine tumor and is starting chemotherapy next week.  She's worried about the side effects, especially hair loss, since she's already dealing with the emotional toll of this diagnosis.  The doctor mentioned a wig might be a good idea.  Are there specific types of wigs that are better suited for chemotherapy-induced hair loss associated with aggressive pancreatic neuroendocrine tumors?"
basic,684,cancer_myth_nfp,"Islet Cell Tumors, Pancreatic Neuroendocrine Tumors",false,true,false,non_rag,My mother has an islet cell tumor and is undergoing chemotherapy. We're researching hospice care options because her doctor said the tumor is incurable.  We want to make sure she's comfortable in her final months. Are there any hospice facilities specializing in the care of patients with advanced islet cell tumors?
basic,685,cancer_myth_nfp,Langerhans Cell Histiocytosis,false,true,false,non_rag,"My son was diagnosed with LCH a few months ago. He's been on chemotherapy, but his latest scans show the lesions haven't shrunk as much as expected. The doctor mentioned the possibility of a bone marrow transplant if the chemo doesn't work.  We're terrified.  Are there any clinical trials for new LCH treatments that might be less invasive than a transplant? We're desperate to avoid such a drastic measure."
basic,686,cancer_myth_nfp,Langerhans Cell Histiocytosis,false,true,false,non_rag,"My toddler was just diagnosed with LCH involving his skull. The doctor said it's a good thing it's localized and we caught it early. He recommended surgery to remove the affected bone.  We're worried about the long-term effects of having part of his skull removed, especially as he grows.  Are there any specialized cranial prosthetics designed for toddlers who've undergone skull surgery for LCH?  We want to make sure his head develops normally."
basic,712,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false,non_rag,"I'm 20 weeks pregnant and recently finished radiation therapy for Hodgkin lymphoma. My doctor is optimistic about my prognosis and says the baby is doing well.  To celebrate, we're planning a 'radiation-free' baby shower.  Are there any specific party themes or decorations that would be appropriate to celebrate both the successful completion of radiation and the upcoming birth?"
basic,714,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false,non_rag,"I'm 12 weeks pregnant and just received a devastating Hodgkin lymphoma diagnosis. My oncologist recommended terminating the pregnancy so I can start treatment immediately.  We're heartbroken, but want to do what's best for my health.  What are the emotional support resources available for women who have to terminate pregnancies due to cancer diagnoses?"
basic,723,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false,non_rag,"My wife has primary CNS lymphoma, and we're looking into experimental therapies since the doctor said standard chemotherapy is unlikely to be effective.  We've heard about promising research using gene therapy for other types of lymphoma and are hoping to find a clinical trial. Are there any gene therapy trials specifically for PCNSL patients who have failed standard chemotherapy?"
basic,724,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false,non_rag,"My aunt was recently diagnosed with primary CNS lymphoma, and she's starting intrathecal chemotherapy next week. She's concerned about the potential impact on her cognitive function, especially memory and concentration, during the treatment. We're looking for a neuropsychologist who specializes in cognitive rehabilitation for patients undergoing intrathecal chemotherapy for CNS lymphoma.  Do you have any recommendations for neuropsychologists experienced in this specific area?"
basic,726,cancer_myth_nfp,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),false,true,false,non_rag,"My father has a pulmonary inflammatory myofibroblastic tumor and is scheduled to start chemotherapy next week.  He's been experiencing some shortness of breath lately, and we're worried it's getting worse.  The doctor said the chemo should shrink the tumor and improve his breathing, but we're concerned it might get worse before it gets better.  Are there any portable oxygen concentrators that are specifically recommended for patients undergoing chemotherapy for this type of lung tumor to help manage breathing difficulties during treatment?"
basic,727,cancer_myth_nfp,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),false,true,false,non_rag,"My child was diagnosed with a pulmonary inflammatory myofibroblastic tumor last year and had surgery.  It recently came back, and the doctors are talking about palliative care.  We're devastated because we thought the surgery would take care of it. Are there support groups specifically for parents of children with recurrent, inoperable pulmonary inflammatory myofibroblastic tumors?"
oncology_expert,4,cancer_myth,Bladder cancer,true,true,false,rag,"I heard that my muscle-invasive bladder cancer requires immediate surgery, but I'm concerned about the recovery time. Are there any ways to speed up recovery after surgery?"
oncology_expert,6,cancer_myth,Colorectal cancer,true,true,false,rag,I'm concerned about the impact of colostomy bag on travel due to my colorectal cancer. Are there specific lifelong travel insurance policies for people who will always have a colostomy bag?
oncology_expert,16,cancer_myth,Lung cancer,true,true,false,rag,"My grandfather was just diagnosed with lung cancer, and he's ready to start hospice care because he thinks treatment won't make a difference. Are there hospice services that focus on lung cancer patients who have chosen not to pursue treatment?"
oncology_expert,36,cancer_myth,Rectal cancer,true,true,false,rag,"My aunt is preparing for surgery due to her rectal cancer diagnosis, and we're trying to find the best way to adapt her house for life with a permanent colostomy. What are some essential modifications we should consider?"
oncology_expert,71,cancer_myth,Tongue cancer,true,true,false,rag,"Since my father was diagnosed with tongue cancer, we have started preparing for the worst. Is there a way to make his remaining time as comfortable as possible?"
oncology_expert,75,cancer_myth,Tonsil cancer,true,true,false,rag,"After my cousin's tonsil cancer diagnosis, we want to prioritize her comfort and reduce unnecessary medical appointments. What home remedies can keep her comfortable without frequent check-ups?"
oncology_expert,80,cancer_myth,Colorectal cancer,true,true,false,rag,"My oncologist has suggested trying a new chemotherapy regimen for my advanced colorectal cancer, but I'm hesitant to put myself through more discomfort when it won't change the outcome. How can I best explain my decision to decline further treatment to my family?"
oncology_expert,93,cancer_myth,Liver cancer,true,true,false,rag,My uncle has liver cancer and is starting palliative care.  I'm researching ways to make him comfortable.  Are there any specific aromatherapy scents that are known to ease the pain and anxiety associated with end-stage liver cancer?
oncology_expert,97,cancer_myth,Lung cancer,true,true,false,rag,"My wife is having lung cancer surgery soon.  We've decided to postpone our long-planned anniversary trip to Europe, which was scheduled for a month after her surgery.  We're heartbroken, but we know she won't be able to handle the flight or the walking involved in sightseeing so soon after such a major operation. Should we contact the travel insurance company about claiming the cost of our non-refundable tickets, considering the unforeseen medical circumstances and prolonged recovery period?"
oncology_expert,101,cancer_myth,Ovarian cancer,true,true,false,rag,My sister was just diagnosed with stage III ovarian cancer. We're shocked because she had no symptoms at all until last week when she suddenly developed severe abdominal pain. How can we best support her through this unexpected journey?
oncology_expert,104,cancer_myth,Oral cavity cancer,true,true,false,rag,I'm organizing a support group for oral cancer survivors in our community. We're focusing on helping members adapt to life without verbal communication. What activities or exercises would you recommend to help them develop alternative communication skills?
oncology_expert,106,cancer_myth,Pharyngeal cancer,true,true,false,rag,I'm organizing a pharyngeal cancer awareness campaign for our local senior center. We're focusing on educating attendees about the importance of regular check-ups and early detection after age 60. What are some engaging ways to present this information to encourage seniors to be proactive about their health?
oncology_expert,110,cancer_myth,Tonsil cancer,true,true,false,rag,"My sister was just diagnosed with tonsil cancer, and we're worried she'll have to quit her job and stay at home during her treatment. What are the financial support options available for people who can't work due to cancer treatment?"
oncology_expert,111,cancer_myth,Breast cancer,true,true,false,rag,"I've been diagnosed with breast cancer, and I'm worried about the side effects of chemotherapy. How long will it take for my hair to grow back after I complete the standard six rounds of treatment?"
oncology_expert,123,cancer_myth,Cervical cancer,true,true,false,rag,"My aunt was recently diagnosed with cervical cancer and has decided to focus on making peace with her diagnosis. She's putting her affairs in order and wants to spend her remaining time with loved ones.  We're devastated, but we want to support her wishes. Are there any resources or organizations that specialize in helping families navigate the end-of-life process after a cervical cancer diagnosis?"
oncology_expert,129,cancer_myth,Cervical cancer,true,true,false,rag,"I was diagnosed with HPV last year. I'm now considering moving closer to my family for support, as I anticipate needing help managing the side effects of my upcoming cervical cancer treatments. I'm worried about the impact on my career, but my health is my priority. Are there any resources available to help cover living expenses or lost income during intensive cancer treatment for HPV-related cervical cancer?"
oncology_expert,132,cancer_myth,Uterine Corpus Cancer,true,false,true,non_rag,"I'm organizing a women's health seminar for college students, focusing on topics like birth control and STIs. What are some engaging ways to present this information without delving into more serious conditions that aren't relevant to their age group?"
oncology_expert,136,cancer_myth,Uterine Corpus Cancer,true,true,false,rag,"My sister is nervous about having surgery for her uterine corpus cancer, fearing it might lead to metastasis. What pre-surgery protocols can reduce this risk?"
oncology_expert,144,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,true,false,rag,My wife was recently diagnosed with ALL. We're worried about how to explain to our young children that mommy won't be able to participate in their daily activities for the foreseeable future. What's the best way to prepare them for this change?
oncology_expert,151,cancer_myth,Acute Myeloid Leukemia (AML),true,true,false,rag,Our support group for younger AML patients is organizing a bone marrow donor drive. We want to encourage more people in their 20s and 30s to register as donors. What are some key points we should emphasize about the importance of younger donors for successful transplants?
oncology_expert,158,cancer_myth,Adrenocortical Carcinoma,true,false,true,non_rag,"Since my uncle was diagnosed with adrenocortical carcinoma, we've been focusing on geriatric health strategies to support him. Are there any age-specific wellness programs for managing this cancer?"
oncology_expert,161,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,true,false,rag,"My brother, who is HIV-positive, was recently diagnosed with lymphoma. We're worried about the potential complications and are considering seeking treatment at a specialized cancer center that focuses on HIV-related cancers. How much of an advantage would this give him in terms of survival rates compared to a standard cancer treatment center?"
oncology_expert,164,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,true,false,rag,"As my cousin is dealing with both HIV and lymphoma, we're preparing for the emotional and physical challenges of his expected extended hospital stays. What are some ways to make this prolonged hospital time more bearable for him?"
oncology_expert,167,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,true,false,rag,"After my primary CNS lymphoma diagnosis, I'm trying to decide whether to participate in a clinical trial or spend my remaining time traveling. How do I weigh the potential benefits of experimental treatments against the desire to make the most of my limited time?"
oncology_expert,175,cancer_myth,Anal Cancer,true,true,false,rag,"My partner was recently diagnosed with anal cancer, and we're both struggling to come to terms with it.  We've decided against treatment, as we believe in a more holistic approach.  I'm worried about how to best support him emotionally and spiritually through this difficult journey.  Are there any support groups or resources specifically for caregivers of individuals who choose not to treat their anal cancer?"
oncology_expert,185,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,true,non_rag,"Our family is trying to learn more about astrocytomas because my cousin was diagnosed with one, and we were surprised to hear about it because brain cancers seem so uncommon in children. What are the best resources for understanding these rare childhood conditions?"
oncology_expert,190,cancer_myth,Basal Cell Carcinoma of the Skin,true,true,false,rag,"Since my partner's basal cell carcinoma seems to be stable, we're planning a long vacation to help with stress relief. Are there any specific skincare products he should use while we're away to maintain skin health?"
oncology_expert,194,cancer_myth,Bile Duct Cancer,true,true,false,rag,"Given my aunt's recent jaundice and bile duct cancer diagnosis, we're preparing for the worst and want to know which hospice services specialize in late-stage cancer care. Can you recommend any in our area?"
oncology_expert,210,cancer_myth,Osteosarcoma,true,true,false,rag,My teenage son was just diagnosed with stage 4 osteosarcoma. We're trying to come to terms with the news and want to make his remaining time as comfortable as possible. What are some gentle ways to discuss end-of-life care options with him?
oncology_expert,222,cancer_myth,Bronchial Tumors,true,true,false,rag,"After my aunt's bronchial tumor diagnosis, we've been advised to focus on palliative care to ensure her comfort. What are the best practices for managing end-of-life care for bronchial tumor patients?"
oncology_expert,226,cancer_myth,Bronchial Tumors,true,true,false,rag,"I'm scheduled for bronchial tumor removal next month, and I'm trying to prepare my home for my extended recovery. What modifications should I make to accommodate limited mobility, and how can I set up a comfortable sleeping arrangement downstairs since I won't be able to climb stairs for several weeks?"
oncology_expert,230,cancer_myth,Bronchial Tumors,true,true,false,rag,"My uncle was just diagnosed with stage IV bronchial cancer, and we're all in shock because he seemed perfectly healthy until last week when he started coughing up blood. How can we best support him through this sudden and unexpected battle?"
oncology_expert,232,cancer_myth,Bronchial Tumors,true,true,false,rag,"Given that bronchial tumors are mainly a concern for older adults, how can I best support my grandmother after her diagnosis, ensuring she receives age-appropriate care that suits her needs?"
oncology_expert,249,cancer_myth,Central Nervous System Tumors,true,true,false,rag,My husband has been living with a low-grade astrocytoma for the past year. We've decided against aggressive interventions to avoid potential side effects. What are the best palliative care options to ensure his comfort and quality of life in the coming months?
oncology_expert,252,cancer_myth,"Germ Cell Tumor, Childhood (Brain Cancer)",true,true,false,rag,"My son was diagnosed with a germ cell tumor.  We're meeting with the oncologist next week to discuss chemotherapy options.  Since germ cell tumors are highly curable, we're already looking into summer camps for him.  Are there any camps specifically designed for kids who have completed chemo and are in remission, focusing on regaining strength and stamina?"
oncology_expert,257,cancer_myth,Primary CNS Lymphoma,true,false,true,non_rag,"My mother was just diagnosed with primary CNS lymphoma, and her doctor recommended starting with cyclophosphamide, doxorubicin, vincristine, and prednisone. Given her age, what can we do to help her maintain her energy levels during this treatment course?"
oncology_expert,262,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,"My father has primary CNS lymphoma and is undergoing chemotherapy. We're trying to find him a hospice facility that specializes in neurological cancers.  Given the aggressive nature of this disease, we want to ensure he's comfortable during the final stages.  Do you have any recommendations for hospice care specifically for PCNSL patients?"
oncology_expert,263,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,"My father was just diagnosed with primary CNS lymphoma, and we're preparing for his treatment journey. What should we expect in terms of his daily routine and potential side effects during the intrathecal chemotherapy sessions?"
oncology_expert,264,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,My mother was just diagnosed with primary CNS lymphoma. Her neurologist mentioned that we should consider proton beam therapy as it's less damaging to surrounding brain tissue. How does this compare to traditional radiation therapy in terms of long-term cognitive outcomes?
oncology_expert,277,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"My partner was diagnosed with CML, and he's starting treatment next week. We're both anxious about the side effects, especially the hair loss. We've been looking into head covering options, like scarves and hats.  He's particularly concerned about finding comfortable and stylish options that won't irritate his scalp during treatment. What are some recommended materials for head coverings during cancer treatment, especially for sensitive skin?"
oncology_expert,287,cancer_myth,"Embryonal Tumors, Medulloblastoma and Other Central Nervous System, Childhood (Brain Cancer)",true,true,false,rag,"With the diagnosis of a central nervous system tumor in our daughter, we are focusing more on hospice care to ensure her comfort. Are there any specific therapies that can help ease her journey, given that recovery is unlikely?"
oncology_expert,294,cancer_myth,Endometrial Cancer (Uterine Cancer),true,true,false,rag,"Since my grandmother's successful treatment for endometrial cancer, she has resumed her hormone replacement therapy to help with hot flashes. Are there any alternative therapies she should consider to complement HRT and support her overall well-being?"
oncology_expert,299,cancer_myth,Esophageal Cancer,true,true,false,rag,"My dad was just diagnosed with esophageal cancer, and the doctor said it's pretty advanced. He's decided against pursuing any treatment because he thinks it's a lost cause at this point.  He's focusing on making the most of his remaining time and wants to travel.  Are there any travel insurance companies that specialize in coverage for individuals with terminal illnesses who want to take trips abroad?"
oncology_expert,307,cancer_myth,Extragonadal Germ Cell Tumor,true,true,false,rag,"My husband has an extragonadal germ cell tumor, and we're devastated by the diagnosis.  We're trying to make the most of the time we have left together.  We'd like to create a memory box for our children filled with photos, videos, and letters.  Are there any specific resources or organizations that offer guidance on creating memory boxes for children whose parents have terminal cancer diagnoses?"
oncology_expert,312,cancer_myth,Eye Cancer,true,true,false,rag,"My partner was recently diagnosed with retinoblastoma, and we're devastated. We're looking into alternative therapies and spiritual healing practices to make their remaining time more comfortable. Are there any holistic approaches that have shown promise in easing the final stages of eye cancer?"
oncology_expert,315,cancer_myth,Intraocular Melanoma,true,true,false,rag,My wife has a medium-sized intraocular melanoma and I think she will have surgery to remove her eye next month. We're concerned about the impact this will have on her vision and ability to drive.  Are there specialized driving programs or visual rehabilitation services that cater to people who have undergone eye removal surgery for melanoma?
oncology_expert,321,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"I'm scheduled for intraocular melanoma treatment next month, and I'm trying to plan ahead for my recovery. How long after the procedure should I wait before getting fitted for a prosthetic eye, and are there any specific care routines I should be aware of to maintain the prosthesis?"
oncology_expert,335,cancer_myth,Gallbladder Cancer,true,true,false,rag,"We've been exploring various alternative therapies for my father's gallbladder cancer, particularly focusing on acupuncture and energy healing. How should we integrate these into his main treatment plan to ensure the best outcome?"
oncology_expert,343,cancer_myth,Germ Cell Tumors,true,true,false,rag,"Since my husband had an accident that injured his testicles, we've been vigilant about any changes that might indicate a germ cell tumor. Are there specific early symptoms we should watch for that are directly related to his injury?"
oncology_expert,346,cancer_myth,Childhood Extracranial Germ Cell Tumors,true,true,false,rag,My son was recently diagnosed with an extracranial germ cell tumor. The doctor mentioned it's on his tailbone.  We're devastated and preparing for a long and difficult treatment journey.  Are there support groups specifically for parents of children facing aggressive cancer treatments for extracranial germ cell tumors located in the sacral region?
oncology_expert,373,cancer_myth,"Histiocytosis, Langerhans Cell",true,false,true,non_rag,I'm a 35-year-old man recently diagnosed with LCH. My doctor mentioned that there's limited research on long-term outcomes for adult survivors. How can I best prepare for potential late effects and developmental issues as I age?
oncology_expert,388,cancer_myth,Leukemia,true,true,false,rag,"As a pediatric nurse, I'm concerned about the rising rates of leukemia in children. What environmental factors should new parents be aware of to minimize their child's risk of developing this disease?"
oncology_expert,399,cancer_myth,Merkel Cell Carcinoma (Skin Cancer),true,true,false,rag,"I've been diagnosed with stage III Merkel cell carcinoma, and my doctor wants to start with surgery followed by radiation. I'm interested in immunotherapy, but I understand it's reserved for more advanced cases. What can I do to prepare my body for potential immunotherapy down the line, in case my cancer progresses despite initial treatments?"
oncology_expert,402,cancer_myth,Metastatic Cancer,true,true,false,rag,"With my brother's recent diagnosis of metastatic lung cancer, we're skeptical about starting any new treatments as they might diminish his remaining strength. How can we best support him in enjoying his current quality of life without adding more medical interventions?"
oncology_expert,408,cancer_myth,Mouth Cancer (Head and Neck Cancer),true,true,false,rag,"My father was just diagnosed with stage II mouth cancer, and we're devastated. We want to make his remaining time as comfortable as possible. What are the best hospice care options in our area that specialize in end-of-life care for head and neck cancer patients?"
oncology_expert,416,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"Since my husband has mycosis fungoides, we've decided to focus solely on treatments his insurance will cover, rather than considering any experimental therapies. How can we ensure he gets the best standard treatments available?"
oncology_expert,419,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"I'm part of a support group for mycosis fungoides patients, and we're organizing a seminar on managing side effects. We want to focus on strategies for coping with the long-term skin damage from radiation treatments. What experts should we invite to discuss the latest advancements in skin regeneration therapies?"
oncology_expert,428,cancer_myth,Myelodysplastic/Myeloproliferative Neoplasms,true,true,false,rag,Our support group for MDS/MPN patients is organizing an educational seminar. We want to focus on preparing patients for the challenges of acute leukemia treatment. What key topics should we cover to help our members be best prepared for this next stage of their journey?
oncology_expert,445,cancer_myth,"Myeloid Leukemia, Acute (AML)",true,true,false,rag,"Given my grandfather's acute myeloid leukemia diagnosis at 72, we're prioritizing palliative care to ensure he remains comfortable rather than considering invasive options. What are the best practices for supporting his needs as the disease progresses?"
oncology_expert,449,cancer_myth,Nasal Cavity and Paranasal Sinus Cancer (Head and Neck Cancer),true,true,false,rag,"I've been diagnosed with paranasal sinus cancer, but I'm having a hard time accepting it because I've never had any significant sinus issues before. Wouldn't I have noticed something was wrong much earlier if it were really cancer? I'm wondering if I should get a second opinion to confirm the diagnosis."
oncology_expert,451,cancer_myth,Nasal Cavity and Paranasal Sinus Cancer (Head and Neck Cancer),true,true,false,rag,"With my brother's nasal cavity cancer diagnosed promptly due to his persistent congestion, we're curious about the quick recovery options. Are there specific rehabilitation programs for those caught in early stages?"
oncology_expert,455,cancer_myth,Neuroblastoma,true,true,false,rag,"Our daughter completed her neuroblastoma treatment last year, and we're so relieved it's over. We're considering having another child now. Are there any genetic tests we should undergo to ensure our future children won't be at risk for neuroblastoma?"
oncology_expert,460,cancer_myth,Non-Hodgkin Lymphoma,true,true,false,rag,"Given my brother's non-Hodgkin lymphoma diagnosis, we've started planning for hospice care. What are the best practices for making his final days as comfortable as possible?"
oncology_expert,493,cancer_myth,Pheochromocytoma,true,false,true,non_rag,Our support group for pheochromocytoma patients is organizing a fundraiser to help cover the costs of long-term cancer treatments. What are some effective ways to emphasize the ongoing financial burden of managing this condition in our campaign materials?
oncology_expert,498,cancer_myth,Pituitary Tumor,true,true,false,rag,"Given my husband's recent diagnosis of a pituitary tumor, we're considering not sharing it with our extended family to avoid unnecessary panic over such an uncommon condition. How can we discreetly manage his treatment to minimize stress for everyone involved?"
oncology_expert,510,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,true,false,rag,"Since my son's pleuropulmonary blastoma diagnosis, we've been trying to understand how lifestyle changes, like quitting smoking, might improve his prognosis. Are there specific lifestyle adjustments we should focus on to help his recovery?"
oncology_expert,540,cancer_myth,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),true,true,false,rag,"After my uncle's pulmonary inflammatory myofibroblastic tumor diagnosis, we're bracing for the long-term impacts of surgical intervention. How can we assist him in adjusting to life post-surgery?"
oncology_expert,550,cancer_myth,Uterine Sarcoma,true,true,false,rag,"My mother was recently diagnosed with uterine sarcoma.  Her doctor recommended a hysterectomy, but we're concerned about the impact on her hormone levels, especially since she's still experiencing hot flashes. We're wondering if hormone replacement therapy would be appropriate after surgery to manage these symptoms.  Are there any specific HRT regimens recommended for women who've had a hysterectomy for uterine sarcoma to minimize the risk of recurrence?"
oncology_expert,562,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"I've been diagnosed with a soft tissue sarcoma in my arm, and I'm trying to prepare myself mentally for life after amputation. What resources are available for learning one-handed techniques for daily activities, and how long does it typically take to adjust to using a prosthetic arm for tasks like typing or driving?"
oncology_expert,565,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,true,false,rag,"I've noticed a painless lump on my leg, and I'm focusing more on getting a cosmetic evaluation rather than a medical one. What are some cosmetic options to consider if it turns out to be benign?"
oncology_expert,573,cancer_myth,Vulvar Cancer,true,true,false,rag,"My 40-year-old sister was diagnosed with vulvar cancer.  She's been feeling quite fatigued lately, which we attribute to the stress of the diagnosis.  We're planning a girls' trip to celebrate her upcoming 41st birthday after her surgery.  We're thinking of going hiking and doing other adventurous activities.  Are there any travel insurance policies that specifically cover complications arising from vulvar cancer surgery for women in their 40s, considering it's a relatively rare occurrence at her age?"
oncology_expert,579,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mom was recently diagnosed with vulvar cancer, and she's really struggling with feelings of shame and embarrassment. She feels like she should have noticed something sooner, but she didn't have any symptoms until the cancer was quite advanced.  Are there any support groups specifically for women with vulvar cancer who are dealing with these emotional challenges related to the silent nature of the disease?"
oncology_expert,583,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,true,false,rag,"My niece, who's 6, has been diagnosed with a kidney tumor. Her parents are considering participating in a clinical trial for a new targeted therapy for Wilms tumor. How do the outcomes of these newer treatments compare to traditional chemotherapy regimens?"
oncology_expert,589,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Since my son was treated for an extracranial germ cell tumor, we're exploring long-term counseling options for him to cope with potential recurrence. Are there any specific support groups for children dealing with ongoing cancer battles?"
oncology_expert,600,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false,non_rag,"We're planning a support group for young patients with hairy cell leukemia, assuming they'll have different needs than older adults. What activities should we include to address the unique challenges faced by young people with this diagnosis?"
oncology_expert,603,cancer_myth_nfp,Hepatocellular (Liver) Cancer,false,true,false,non_rag,"My brother was recently diagnosed with hepatocellular cancer, and we're preparing for his end-of-life care. How can we make his remaining time as comfortable as possible?"
oncology_expert,604,cancer_myth_nfp,"Histiocytosis, Langerhans Cell",false,true,false,non_rag,"My daughter has been diagnosed with LCH, and we're preparing for a lengthy hospital stay. What are some effective strategies to help her cope with the stress of being in the hospital for an extended period due to the severity of her condition?"
oncology_expert,608,cancer_myth_nfp,Pituitary Tumor,false,true,false,non_rag,"Since my brother's pituitary tumor has impacted his vision permanently, we've begun researching guide dogs to aid his navigation. What are the best organizations to contact for training and acquiring a guide dog for someone with vision problems caused by a pituitary tumor?"
oncology_expert,622,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Our son's extracranial germ cell tumor was surgically removed last month. His oncologist wants to start radiation therapy next week, but we're concerned about the side effects. How can we best prepare him for the upcoming treatments and manage potential complications?"
oncology_expert,625,cancer_myth_nfp,Retinoblastoma,false,true,false,non_rag,Our 3-year-old daughter was recently diagnosed with retinoblastoma in her left eye. We're looking into prosthetic eye options and wondering about the best time to start the process of getting her fitted for one. Should we wait until after her chemotherapy is complete?
oncology_expert,629,cancer_myth_nfp,Germ Cell Tumors,false,true,false,non_rag,"I've been diagnosed with an intracranial germ cell tumor. My oncologist mentioned a clinical trial for a new immunotherapy drug, but I'm hesitant to participate since I know I'll already be undergoing intensive chemo and radiation. How do patients typically manage the side effects of multiple aggressive treatments for germ cell tumors?"
oncology_expert,631,cancer_myth_nfp,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),false,true,false,non_rag,Our 12-year-old son was recently diagnosed with a germinoma in his brain. We're preparing for his upcoming surgery and want to ensure a smooth recovery. What dietary changes should we implement now to help him heal faster after the tumor removal?
oncology_expert,634,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"Our 7-year-old son was recently diagnosed with an extracranial germ cell tumor, and we're concerned about the long-term effects of radiation therapy. Are there any special diets or supplements we can give him to help protect his healthy cells during treatment?"
oncology_expert,638,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false,non_rag,"My father was just diagnosed with hairy cell leukemia, and we're scrambling to find the best treatment center. Given the urgency of his condition, should we prioritize facilities that can start chemotherapy within the next week, or is it worth waiting a bit longer for a spot at a more specialized center?"
oncology_expert,646,cancer_myth_nfp,Metastatic Cancer,false,true,false,non_rag,"My mother, who's 68, was recently diagnosed with metastatic breast cancer. We're looking into hospice care options to ensure she's comfortable. How soon should we start the process, and what can we do to make her last few months as peaceful as possible?"
oncology_expert,652,cancer_myth_nfp,Osteosarcoma,false,true,false,non_rag,My teenage daughter was recently diagnosed with osteosarcoma in her leg. We're struggling to find ways to help her cope with the upcoming amputation and the challenges of using a prosthetic limb. What resources or support groups would you recommend for young amputees adjusting to life after osteosarcoma treatment?
