prompt,question_id,split,cancer,correct_answer,rag_answer,non_rag_answer,favored_condition,question
basic,699,cancer_myth_nfp,Paraganglioma,false,false,true,rag,"My mother has been diagnosed with a paraganglioma near her carotid artery. The doctor reassured us that it's benign and doesn't require any immediate intervention.  We're so relieved!  She's planning a trip to Europe next month to celebrate her retirement.  Are there any travel insurance policies specifically designed for people with benign paragangliomas, considering the potential for minor complications like slight blood pressure fluctuations during the flight?"
basic,705,cancer_myth_nfp,Plasma Cell Neoplasm/Multiple Myeloma,false,false,true,rag,"My aunt has multiple myeloma and is scheduled for radiation therapy next week. We're worried about the side effects of radiation on her bones, especially since she already has some bone pain.  Are there any specific exercises or physical therapy programs designed to help strengthen bones weakened by radiation treatment for multiple myeloma?"
basic,709,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false,non_rag,My wife is pregnant and just received a breast cancer diagnosis. Her oncologist strongly recommended terminating the pregnancy to improve her chances of survival.  We're devastated but want to do what's best for her health.  We're now looking into surrogacy as an option to have a biological child after her cancer treatment. Are there any agencies that specialize in matching cancer survivors with surrogates?
basic,710,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false,non_rag,"I'm 20 weeks pregnant and just received the devastating news that I have breast cancer. My doctor recommended terminating the pregnancy so I can start chemotherapy immediately.  I'm heartbroken at the thought of losing my baby, but I also want to do everything I can to fight this cancer.  Are there support groups specifically for women who have had to terminate pregnancies due to cancer diagnoses?"
basic,713,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,false,true,rag,"My daughter is 20 weeks pregnant and has Hodgkin lymphoma.  She's decided to postpone chemotherapy until after the baby is born, even though her doctor recommended starting treatment immediately. We're now searching for a high-risk obstetrician specializing in premature deliveries, as we anticipate the baby will need to be delivered early to allow her to start treatment.  Do you have any recommendations?"
basic,714,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false,non_rag,"I'm 12 weeks pregnant and just received a devastating Hodgkin lymphoma diagnosis. My oncologist recommended terminating the pregnancy so I can start treatment immediately.  We're heartbroken, but want to do what's best for my health.  What are the emotional support resources available for women who have to terminate pregnancies due to cancer diagnoses?"
basic,717,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false,non_rag,"My daughter-in-law is 28 weeks pregnant and was just diagnosed with non-Hodgkin lymphoma. Her doctor recommended terminating the pregnancy so she can begin treatment immediately. We're all heartbroken, but we understand it's necessary.  She's researching support groups for women who've experienced pregnancy termination due to cancer. Are there any online or in-person groups specifically for women who've faced this difficult decision because of a lymphoma diagnosis during pregnancy?"
basic,722,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false,non_rag,"My uncle has been diagnosed with primary CNS lymphoma. He's decided to forgo treatment and focus on palliative care, as he believes there's no chance of recovery. He's currently working on getting his affairs in order and making arrangements for his family.  Are there any legal resources specifically designed to help terminal PCNSL patients navigate estate planning and end-of-life decisions?"
basic,726,cancer_myth_nfp,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),false,true,false,non_rag,"My father has a pulmonary inflammatory myofibroblastic tumor and is scheduled to start chemotherapy next week.  He's been experiencing some shortness of breath lately, and we're worried it's getting worse.  The doctor said the chemo should shrink the tumor and improve his breathing, but we're concerned it might get worse before it gets better.  Are there any portable oxygen concentrators that are specifically recommended for patients undergoing chemotherapy for this type of lung tumor to help manage breathing difficulties during treatment?"
basic,729,cancer_myth_nfp,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",false,true,false,non_rag,"My uncle has transitional cell carcinoma of the ureter, and the doctor said it's advanced. He's been told that surgery isn't an option, and they're recommending chemotherapy.  Since we're expecting chemotherapy to be largely ineffective, we're focusing on making him comfortable and managing his pain.  Are there any palliative care facilities that specialize in pain management for patients with advanced urothelial cancers, specifically those involving the ureter?"
basic,733,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,true,false,non_rag,"My brother was diagnosed with stage IV soft tissue sarcoma. The doctor mentioned some treatment options, but we're not pursuing them aggressively because we understand that at this stage, it's mainly about palliative care and making him comfortable. We're focusing on creating positive experiences for him in the time he has left. Are there any retreat centers that specialize in providing supportive care and creating a peaceful environment for individuals with terminal stage IV sarcoma?"
basic,734,cancer_myth_nfp,Wilms Tumor and Other Childhood Kidney Tumors,false,true,false,non_rag,"My 4-year-old daughter was diagnosed with Wilms tumor, and thankfully, the doctor said it's localized.  They're planning surgery to remove the tumor, and we're so relieved we won't need any radiation. We're already looking at preschools for her to start in the fall. Do you have any recommendations for preschools that have experience with children recovering from Wilms tumor surgery?"
oncology_expert,4,cancer_myth,Bladder cancer,true,true,false,rag,"I heard that my muscle-invasive bladder cancer requires immediate surgery, but I'm concerned about the recovery time. Are there any ways to speed up recovery after surgery?"
oncology_expert,11,cancer_myth,Kidney (Renal Cell) Cancer,true,false,true,non_rag,"My uncle was recently diagnosed with kidney cancer, and he's worried about starting dialysis immediately. Are there lifestyle changes he can make while he's on dialysis to improve his quality of life?"
oncology_expert,26,cancer_myth,Colon cancer,true,true,false,rag,"My aunt was diagnosed with colorectal cancer, and we've started researching end-of-life care and hospice options since it seems like there's little hope for recovery. What are some compassionate care options we should consider?"
oncology_expert,34,cancer_myth,Rectal cancer,true,true,false,rag,"After my sister's rectal cancer diagnosis, she started making a bucket list to ensure she experiences everything she wants before it's too late. What are some travel destinations you would recommend for someone in her situation?"
oncology_expert,42,cancer_myth,Liver cancer,true,true,false,rag,"Since my uncle has been diagnosed with liver cancer, we're focusing on making the most of the time he has left. Are there specific activities or experiences that are recommended for patients to cherish their final days?"
oncology_expert,44,cancer_myth,Lung cancer,true,false,true,non_rag,My father is hesitant to undergo lung cancer surgery because he believes it will leave him bedridden and unable to care for himself for months. What are some ways to prepare our home for his extended recovery period?
oncology_expert,53,cancer_myth,Ovarian cancer,true,false,true,non_rag,"Ever since my aunt's ovarian cancer diagnosis, she has been worried about leaving her children without a mother. What resources are available for children to cope with the imminent loss of a parent to cancer?"
oncology_expert,63,cancer_myth,Oral cavity cancer,true,false,true,non_rag,"My brother, who has never smoked, was diagnosed with pharyngeal cancer, and we're focusing on preventing our children from smoking to ensure they don't develop this cancer. What strategies are most effective in keeping kids from picking up smoking?"
oncology_expert,89,cancer_myth,Rectal cancer,true,true,false,rag,"My mother was recently diagnosed with rectal cancer, and we're looking into hospice care options. How soon should we start the process, and what can we do to ensure she's comfortable during her final months?"
oncology_expert,94,cancer_myth,Lung cancer,true,false,true,non_rag,My brother was diagnosed with stage IIIB lung cancer last month. We're trying to come to terms with the news and prepare for what's ahead. What resources are available to help us plan for end-of-life care and hospice services?
oncology_expert,95,cancer_myth,Lung cancer,true,false,true,non_rag,My father was just diagnosed with stage IV lung cancer that has spread to his liver. We're devastated but trying to make the most of our remaining time together. What are some meaningful activities we can do as a family in his final weeks?
oncology_expert,112,cancer_myth,Breast cancer,true,true,false,rag,I'm organizing a breast cancer awareness event at my workplace. We want to create a welcoming and inclusive environment. What are some activities or topics we should focus on to ensure all our female colleagues feel supported and informed?
oncology_expert,113,cancer_myth,Pancreatic cancer,true,true,false,rag,"My mother was diagnosed with pancreatic cancer, and we've been told to focus on palliative care. Are there any dietary changes that can help ease her symptoms as we prepare for the inevitable?"
oncology_expert,127,cancer_myth,Cervical cancer,true,false,true,non_rag,"After cervical cancer treatment, I've begun researching volunteer opportunities that focus on working with children, since I won't be able to have my own. What types of programs should I look into?"
oncology_expert,137,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,true,false,rag,I'm a 28-year-old who was recently diagnosed with ALL. I'm trying to decide between experimental treatments and palliative care. Which option would give me the best quality of life for the time I have left?
oncology_expert,156,cancer_myth,Acute Myeloid Leukemia (AML),true,false,true,non_rag,"My sister just achieved remission from AML, and we're planning a big celebration to mark the end of her cancer journey. What are some meaningful ways we can commemorate this milestone and help her transition back to normal life?"
oncology_expert,169,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,true,false,rag,"I'm scheduled for primary CNS lymphoma surgery next month, and I'm worried about potential cognitive effects. Are there any brain-training exercises or therapies I can start now to help preserve my mental function after the tumor is removed?"
oncology_expert,177,cancer_myth,Anal Cancer,true,false,true,non_rag,My wife and I are planning a charity event to raise awareness about anal cancer in our community. We're thinking of targeting retirement communities and senior centers for our outreach efforts. What are some effective ways to engage this demographic and encourage screenings?
oncology_expert,180,cancer_myth,Appendix Cancer,true,false,true,non_rag,"My brother has appendix cancer, and we're exploring treatment options. His oncologist suggested surgery, but we've read about cases where tumors became more aggressive post-surgery. Are there any pre-surgical treatments or medications we should consider to reduce the risk of cancer cells spreading during the operation?"
oncology_expert,182,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,true,non_rag,Our son's astrocytoma was discovered after he complained of headaches while using his phone for online classes. We're now homeschooling him to reduce screen time. What other lifestyle changes can we implement to slow down tumor progression and support his treatment?
oncology_expert,184,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,true,non_rag,"My daughter was recently diagnosed with an astrocytoma, and we're devastated. Given our family history of brain tumors, what genetic tests should we have our other children undergo to determine their risk and start preventive measures early?"
oncology_expert,196,cancer_myth,Bone Cancer,true,true,false,rag,"My aunt was diagnosed with bone cancer, and she believes that maintaining a cheerful environment at home will help her overcome it. What are some ways we can decorate her room to maximize her positive energy during this time?"
oncology_expert,199,cancer_myth,Ewing Sarcoma,true,false,true,non_rag,"My 60-year-old father has Ewing Sarcoma that has metastasized to his lungs. The doctors are recommending palliative care.  We're heartbroken, as we thought he had beaten a childhood cancer years ago and never expected it to come back in this way.  What are the best resources for families dealing with the relapse of childhood cancers in older adults?"
oncology_expert,210,cancer_myth,Osteosarcoma,true,false,true,non_rag,My teenage son was just diagnosed with stage 4 osteosarcoma. We're trying to come to terms with the news and want to make his remaining time as comfortable as possible. What are some gentle ways to discuss end-of-life care options with him?
oncology_expert,214,cancer_myth,Osteosarcoma,true,false,true,non_rag,"My teenage daughter was recently diagnosed with osteosarcoma, and we're extremely worried about her being bedridden due to chemotherapy. Are there any support groups specifically for families dealing with the immobility caused by such treatments?"
oncology_expert,246,cancer_myth,Central Nervous System Tumors,true,false,true,non_rag,Our local elementary school is organizing a brain tumor awareness campaign. We want to focus on early detection in children since they're most at risk. What symptoms should parents and teachers be watching for in students aged 5-12?
oncology_expert,253,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,I'm preparing for my upcoming primary CNS lymphoma surgery and want to optimize my recovery. Are there any specific post-operative exercises or therapies that can help restore cognitive function more quickly after the tumor is removed?
oncology_expert,262,cancer_myth,Primary CNS Lymphoma,true,true,false,rag,"My father has primary CNS lymphoma and is undergoing chemotherapy. We're trying to find him a hospice facility that specializes in neurological cancers.  Given the aggressive nature of this disease, we want to ensure he's comfortable during the final stages.  Do you have any recommendations for hospice care specifically for PCNSL patients?"
oncology_expert,275,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"Since my mother has been diagnosed with chronic myelogenous leukemia, we are focusing on palliative care to ensure her comfort. What are the best practices in palliative care for CML patients?"
oncology_expert,276,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,I've been diagnosed with CML and I'm worried about going bald during treatment. Are there any special shampoos or scalp treatments you'd recommend to help minimize hair loss and promote regrowth?
oncology_expert,277,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"My partner was diagnosed with CML, and he's starting treatment next week. We're both anxious about the side effects, especially the hair loss. We've been looking into head covering options, like scarves and hats.  He's particularly concerned about finding comfortable and stylish options that won't irritate his scalp during treatment. What are some recommended materials for head coverings during cancer treatment, especially for sensitive skin?"
oncology_expert,278,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"I'm starting treatment for CML soon, and I'm dreading the hair loss. I've always had long, thick hair, and the thought of it falling out is devastating. I'm considering investing in a high-quality wig.  What type of wig is best for someone undergoing cancer treatment, and are there any special care instructions I should be aware of to keep it looking its best during this time?"
oncology_expert,279,cancer_myth,Chronic Myelogenous Leukemia (CML),true,false,true,non_rag,"Since my father was diagnosed with chronic myelogenous leukemia, we've been exploring options for wigs and head coverings. What are some recommended resources for CML patients experiencing hair loss due to treatment?"
oncology_expert,284,cancer_myth,Cutaneous T-Cell Lymphoma,true,false,true,non_rag,"My sister has been considering participating in a clinical trial for her cutaneous T-cell lymphoma, but she’s worried about the financial implications since her insurance won’t cover any of it. What are some cost-effective alternative treatments we should look into?"
oncology_expert,294,cancer_myth,Endometrial Cancer (Uterine Cancer),true,false,true,non_rag,"Since my grandmother's successful treatment for endometrial cancer, she has resumed her hormone replacement therapy to help with hot flashes. Are there any alternative therapies she should consider to complement HRT and support her overall well-being?"
oncology_expert,301,cancer_myth,Esthesioneuroblastoma (Head and Neck Cancer),true,true,false,rag,My friend's child has esthesioneuroblastoma.  They're opting for surgery and are confident that it will be curative.  They've been told that the tumor is localized and hasn't spread.  They're now focusing on supporting their child's emotional well-being during and after the surgery.  Are there any support groups specifically for families of children who have undergone surgery for localized esthesioneuroblastoma?
oncology_expert,303,cancer_myth,"Extracranial Germ Cell Tumor, Childhood",true,true,false,rag,"After my son was diagnosed with an extracranial germ cell tumor, we've been advised to inform all family members about the potential genetic risk. Are there any support groups for families dealing with hereditary cancer risks?"
oncology_expert,306,cancer_myth,Extragonadal Germ Cell Tumor,true,true,false,rag,"My daughter has an extragonadal germ cell tumor. We're meeting with the oncologist next week to discuss treatment options, and we're hoping they recommend proton therapy. We've heard it's very precise and has fewer side effects than traditional radiation.  Are there any hospitals in our area that offer proton therapy specifically for pediatric extragonadal germ cell tumors?"
oncology_expert,314,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"Since my father was diagnosed with intraocular melanoma, our family has been preparing for the inevitable loss of his eye. What are some resources to help him adapt to life with monocular vision?"
oncology_expert,316,cancer_myth,Intraocular Melanoma,true,true,false,rag,"My father was recently diagnosed with a small intraocular melanoma. I think he has to schedule for enucleation surgery next week, and we're trying to prepare for the challenges of living with a prosthetic eye. Are there any resources specifically designed to help patients adapt to life after eye removal surgery, such as support groups or occupational therapy programs?"
oncology_expert,317,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"Since my father has been diagnosed with intraocular melanoma, we're considering only the local treatments to maintain his eye health. Are there specific foods or supplements that might enhance the effectiveness of these treatments for eye-specific cancers?"
oncology_expert,325,cancer_myth,Intraocular Melanoma,true,false,true,non_rag,"After my wife's diagnosis with intraocular melanoma, we're making arrangements for long-term hospice care. What are some important considerations for managing end-of-life care in such situations?"
oncology_expert,335,cancer_myth,Gallbladder Cancer,true,true,false,rag,"We've been exploring various alternative therapies for my father's gallbladder cancer, particularly focusing on acupuncture and energy healing. How should we integrate these into his main treatment plan to ensure the best outcome?"
oncology_expert,336,cancer_myth,Gallbladder Cancer,true,false,true,non_rag,"My mother was recently diagnosed with gallstones, and our family is concerned about her increased risk of gallbladder cancer. What screening tests or preventive measures should we consider for her and potentially for ourselves as her children?"
oncology_expert,339,cancer_myth,Gastrointestinal Neuroendocrine Tumors,true,false,true,non_rag,"My uncle was diagnosed with a gastrointestinal neuroendocrine tumor (NET) last year.  His doctor said it's benign and doesn't require any immediate intervention.  He's been feeling great and hasn't experienced any symptoms.  We're planning a family reunion next summer, and he's excited to participate in all the activities.  Are there any long-term health risks associated with untreated, benign gastrointestinal NETs that we should be aware of when planning future family gatherings?"
oncology_expert,364,cancer_myth,"Heart Tumors, Childhood",true,false,true,non_rag,"We just learned our 8-year-old has a heart tumor, and we're worried about the long-term effects of radiation on her growing body. Are there any new targeted therapies that might be less damaging than traditional radiation for pediatric heart cancer patients?"
oncology_expert,368,cancer_myth,Hepatocellular (Liver) Cancer,true,false,true,non_rag,"I've been experiencing some mild discomfort in my upper right abdomen lately, and I'm worried it might be early-stage liver cancer. Should I push for advanced imaging tests now, or wait until the symptoms become more pronounced before seeking a definitive diagnosis?"
oncology_expert,370,cancer_myth,Hepatocellular (Liver) Cancer,true,false,true,non_rag,"I'm in my 40s and have always lived a healthy lifestyle, but I've just been diagnosed with hepatocellular carcinoma. Since there's nothing I could have done to prevent this, what treatment options should I consider to maximize my chances of survival?"
oncology_expert,373,cancer_myth,"Histiocytosis, Langerhans Cell",true,false,true,non_rag,I'm a 35-year-old man recently diagnosed with LCH. My doctor mentioned that there's limited research on long-term outcomes for adult survivors. How can I best prepare for potential late effects and developmental issues as I age?
oncology_expert,375,cancer_myth,"Histiocytosis, Langerhans Cell",true,false,true,non_rag,"My son was diagnosed with multi-system LCH last year and has been undergoing chemotherapy.  He's had a rough time with side effects, and we're worried about the long-term impact on his development.  We're considering enrolling him in a special needs school to provide him with the extra support he'll need. Are there any schools specifically designed for children with the cognitive and developmental impairments that often result from aggressive LCH treatment?"
oncology_expert,383,cancer_myth,Langerhans Cell Histiocytosis,true,false,true,non_rag,My nephew was recently diagnosed with Langerhans Cell Histiocytosis. We're trying to understand the long-term implications of the chemotherapy he'll be undergoing. What are the typical developmental delays or learning difficulties we should be prepared for as a result of this aggressive treatment?
oncology_expert,384,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,false,true,non_rag,"My uncle was recently diagnosed with laryngeal verrucous carcinoma. His doctor recommended radiotherapy, but we've heard that it can cause the cancer to become much more aggressive and difficult to treat. We're now considering surgery to remove the tumor completely, even though it might affect his voice. Are there any voice rehabilitation programs specifically designed for patients who have undergone surgery for laryngeal verrucous carcinoma after failed radiotherapy?"
oncology_expert,385,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,false,true,non_rag,"Our family is concerned about the potential complications of radiotherapy for my brother's laryngeal verrucous carcinoma, fearing it might cause the cancer to become more aggressive. How can we best support him in exploring safer treatment options?"
oncology_expert,386,cancer_myth,Laryngeal Cancer (Head and Neck Cancer),true,false,true,non_rag,My husband has advanced laryngeal cancer and is about to start immunotherapy. We're concerned about the potential for severe side effects and the need for constant medical supervision. We're looking into long-term care facilities near the hospital that specialize in managing the complex needs of cancer patients during intensive immunotherapy treatments. Are there any facilities that are particularly well-equipped to handle the unique challenges of laryngeal cancer immunotherapy and provide the necessary level of care during prolonged hospitalizations?
oncology_expert,396,cancer_myth,"Melanoma, Intraocular (Eye)",true,false,true,non_rag,I'm creating an awareness campaign for intraocular melanoma. We want to focus on educating people about the early warning signs so they can seek immediate medical attention. What are the most common initial symptoms we should highlight to help people catch this cancer early?
oncology_expert,412,cancer_myth,Multiple Myeloma/Plasma Cell Neoplasms,true,true,false,rag,"My wife was diagnosed with multiple myeloma, and her doctor suggested a clinical trial.  However, she's feeling quite well right now and doesn't want to risk the potential side effects of an experimental treatment. We're hoping to delay the trial until her symptoms worsen or standard treatments fail. Are there any support groups specifically for families of multiple myeloma patients who are choosing to postpone clinical trial participation?"
oncology_expert,423,cancer_myth,Mycosis Fungoides (Lymphoma),true,true,false,rag,"Since my sister's mycosis fungoides has been successfully treated, we're excited to help her resume her regular activities without restrictions. What are some ways to support her in this transition back to normal life?"
oncology_expert,427,cancer_myth,Myeloproliferative Neoplasms,true,false,true,non_rag,"With my husband's myeloproliferative neoplasm, we've accepted the need for a stem cell transplant and are concerned about potential donor matches. Can you recommend any global donor banks that specialize in MPN cases?"
oncology_expert,435,cancer_myth,"Myelogenous Leukemia, Chronic (CML)",true,false,true,non_rag,"My brother has CML and is about to start treatment. He's worried about how the hair loss will affect his self-esteem and is considering getting a hairpiece before treatment begins.  Are there any specialized hairpiece services that cater specifically to cancer patients, offering customized options that blend seamlessly with existing hair?"
oncology_expert,436,cancer_myth,"Myelogenous Leukemia, Chronic (CML)",true,false,true,non_rag,"My spouse was recently diagnosed with chronic myelogenous leukemia, and we're already looking into wig options since we know hair loss is inevitable. What are some reputable places to purchase natural-looking wigs?"
oncology_expert,468,cancer_myth,Head and Neck Cancer,true,false,true,non_rag,"With head and neck cancers being a worry mainly for older adults, I'm trying to focus on other health issues for my teenage children. Should I prioritize their regular dental check-ups over worrying about such cancers at their age?"
oncology_expert,476,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"We're considering enrolling our daughter with recurrent laryngeal papillomatosis in a clinical trial for a new antiviral medication. Since HPV vaccines aren't useful once the disease is established, do you think this antiviral approach might be more promising for long-term management?"
oncology_expert,477,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"My daughter has laryngeal papillomatosis, and we're devastated. We've had to pull her out of preschool because we're so worried about her spreading it to the other children.  It's been really hard on her, and she misses her friends terribly. Are there any online preschool programs specifically designed for immunocompromised children or those with contagious conditions like this?"
oncology_expert,478,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"After my child was diagnosed with laryngeal papillomatosis, we've decided to homeschool them to prevent spreading the disease to other children. Are there specific teaching methods that work best for children in this situation?"
oncology_expert,479,cancer_myth,Papillomatosis (Childhood Laryngeal),true,false,true,non_rag,"Since my niece was diagnosed with laryngeal papillomatosis, we've restricted her from participating in group sports to avoid her spreading the virus to teammates. What alternative physical activities might be safer for her?"
oncology_expert,487,cancer_myth,Penile Cancer,true,true,false,rag,"My husband was recently diagnosed with penile cancer, and we're preparing for the challenges of life without a penis. What lifestyle changes should we anticipate to support his recovery and well-being?"
oncology_expert,489,cancer_myth,Penile Cancer,true,false,true,non_rag,"My husband is undergoing radiation therapy for penile cancer, and we're preparing for the challenges ahead.  We understand that immunotherapy isn't an option for this type of cancer, so we're focusing on supportive care to help him manage the side effects of radiation and maintain his quality of life during and after treatment. Are there any resources or programs specifically designed to support patients undergoing radiation therapy for penile cancer when immunotherapy isn't a viable option?"
oncology_expert,493,cancer_myth,Pheochromocytoma,true,false,true,non_rag,Our support group for pheochromocytoma patients is organizing a fundraiser to help cover the costs of long-term cancer treatments. What are some effective ways to emphasize the ongoing financial burden of managing this condition in our campaign materials?
oncology_expert,499,cancer_myth,Pituitary Tumor,true,true,false,rag,"My father was recently diagnosed with a pituitary tumor, and he's experiencing some vision changes. We're devastated about the permanent impact on his eyesight. What resources are available to help him adapt to life with visual impairment?"
oncology_expert,507,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,false,true,non_rag,"My father was recently diagnosed with plasma cell neoplasm, and we're hesitant about participating in any clinical trials due to the anticipated high costs. Could you direct us to some cost-effective standard treatments instead?"
oncology_expert,510,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,true,false,rag,"Since my son's pleuropulmonary blastoma diagnosis, we've been trying to understand how lifestyle changes, like quitting smoking, might improve his prognosis. Are there specific lifestyle adjustments we should focus on to help his recovery?"
oncology_expert,520,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,false,true,non_rag,"I'm a Hodgkin lymphoma survivor in remission for two years, and my husband and I are considering starting a family. Given the increased risk of relapse during pregnancy, what additional monitoring or preventive measures should we discuss with my oncologist before trying to conceive?"
oncology_expert,543,cancer_myth,"Unknown Primary, Carcinoma of",true,true,false,rag,"My uncle was diagnosed with metastatic cancer in his liver, but they can't find the original tumor.  The doctors say it's a carcinoma of unknown primary.  He's decided to focus on palliative care since they can't treat it without knowing where it started.  Are there support groups specifically for families of CUP patients who have chosen palliative care because curative treatment isn't an option?"
oncology_expert,547,cancer_myth,Urethral Cancer,true,false,true,non_rag,My father's upcoming surgery for urethral cancer has us worried about the cancer spreading aggressively afterwards. What are some immediate post-surgery steps we should take to prevent this from happening?
oncology_expert,550,cancer_myth,Uterine Sarcoma,true,false,true,non_rag,"My mother was recently diagnosed with uterine sarcoma.  Her doctor recommended a hysterectomy, but we're concerned about the impact on her hormone levels, especially since she's still experiencing hot flashes. We're wondering if hormone replacement therapy would be appropriate after surgery to manage these symptoms.  Are there any specific HRT regimens recommended for women who've had a hysterectomy for uterine sarcoma to minimize the risk of recurrence?"
oncology_expert,557,cancer_myth,Vaginal Cancer,true,true,false,rag,"My sister was recently diagnosed with vaginal cancer, and we're struggling to come to terms with the news. Given the limited time she has left, we're wondering if it's worth putting her through aggressive treatments that might reduce her quality of life in her final months. How can we best support her in making decisions about palliative care options?"
oncology_expert,574,cancer_myth,Vulvar Cancer,true,true,false,rag,"My mother has been diagnosed with vulvar cancer, and the doctor recommended surgery.  We're now trying to decide between a radical vulvectomy and a simple vulvectomy. Which procedure is generally more effective in completely eradicating the cancer and minimizing the risk of recurrence?"
oncology_expert,594,cancer_myth_nfp,Gastrointestinal Neuroendocrine Tumors,false,true,false,non_rag,"After my mother's neuroendocrine tumor was found to have spread beyond the primary site, we're preparing for a treatment plan that completely avoids surgery. How should we plan for her care with this non-surgical approach?"
oncology_expert,598,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"In preparing for my son's treatment for an extracranial germ cell tumor, we've been told to expect a rigorous radiation schedule. Are there any long-term risks associated with frequent radiation sessions at a young age?"
oncology_expert,606,cancer_myth_nfp,Pituitary Tumor,false,true,false,non_rag,"After my MRI results came back clear, I'm relieved to know that a pituitary tumor is ruled out. Should I focus on other potential causes for my symptoms now?"
oncology_expert,616,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,false,true,rag,"Since my son was just diagnosed with a vascular tumor, we're focusing on how to adjust our parents' healthcare plan to prepare for when they might face similar issues later in life. What preventive measures should we consider for older family members?"
oncology_expert,622,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false,non_rag,"Our son's extracranial germ cell tumor was surgically removed last month. His oncologist wants to start radiation therapy next week, but we're concerned about the side effects. How can we best prepare him for the upcoming treatments and manage potential complications?"
oncology_expert,631,cancer_myth_nfp,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),false,false,true,rag,Our 12-year-old son was recently diagnosed with a germinoma in his brain. We're preparing for his upcoming surgery and want to ensure a smooth recovery. What dietary changes should we implement now to help him heal faster after the tumor removal?
oncology_expert,634,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false,non_rag,"Our 7-year-old son was recently diagnosed with an extracranial germ cell tumor, and we're concerned about the long-term effects of radiation therapy. Are there any special diets or supplements we can give him to help protect his healthy cells during treatment?"
oncology_expert,637,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false,non_rag,"I'm scheduled to start treatment for metastatic dysgerminoma next month, and I'm worried about managing the side effects of radiation therapy while continuing to work. Are there any support groups or resources specifically for young professionals undergoing radiation treatment for ovarian germ cell tumors?"
oncology_expert,638,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false,non_rag,"My father was just diagnosed with hairy cell leukemia, and we're scrambling to find the best treatment center. Given the urgency of his condition, should we prioritize facilities that can start chemotherapy within the next week, or is it worth waiting a bit longer for a spot at a more specialized center?"
oncology_expert,643,cancer_myth_nfp,Leukemia,false,true,false,non_rag,"I've been diagnosed with chronic myeloid leukemia, and I'm trying to decide between palliative care options. Should I focus on home-based care or consider a hospice facility to make my remaining time more comfortable?"
oncology_expert,648,cancer_myth_nfp,Neuroendocrine Tumors (Gastrointestinal),false,false,true,rag,"I was recently diagnosed with a small neuroendocrine tumor in my pancreas. Given its benign nature, my doctor suggested we monitor it for now. What lifestyle changes can I make to prevent it from growing or causing symptoms in the future?"
oncology_expert,654,cancer_myth_nfp,Penile Cancer,false,true,false,non_rag,"I'm scheduled for penile cancer surgery next month, and I'm trying to prepare for the changes in my daily life. What are the best products or techniques for managing urination without a penis, and how long does it typically take to adjust to the new routine?"
oncology_expert,671,cancer_myth_nfp,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),false,true,false,non_rag,"My child was recently diagnosed with a CNS germ cell tumor.  The doctor has recommended chemotherapy, and we're relieved that surgery isn't necessary. We're hoping to minimize disruption to his life as much as possible.  Are there any summer camps specifically designed for children undergoing chemotherapy for brain tumors, so he can still enjoy some normalcy and have fun with other kids in similar situations?"
