condition,prompt,question_id,split,cancer,correct_answer,predicted_answer,error_type,question
non_rag,basic,676,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false_positive,My sister has metastatic dysgerminoma and is about to start radiation therapy.  She's worried about skin irritation and hair loss during treatment. Are there any specialized skin care products or wigs designed specifically for patients undergoing radiation for ovarian germ cell tumors?
non_rag,basic,683,cancer_myth_nfp,"Islet Cell Tumors, Pancreatic Neuroendocrine Tumors",false,true,false_positive,"My father has a pancreatic neuroendocrine tumor and his doctor recommended surgery. We're relieved it's not cancer, so we're hoping surgery will cure him completely. Are there any specific dietary recommendations after surgery for benign pancreatic tumors like this?"
non_rag,basic,693,cancer_myth_nfp,Midline Tract Carcinoma With NUT Gene Changes,false,true,false_positive,"My elderly neighbor was diagnosed with NUT midline carcinoma. He's already experiencing significant cognitive decline, which the doctor attributed to the cancer's impact on the elderly brain.  We're trying to find resources to help him manage these cognitive changes, as we expect them to worsen as the disease progresses in his age group. Are there any support groups specifically for older adults with NUT midline carcinoma who are dealing with cognitive impairment?"
non_rag,basic,694,cancer_myth_nfp,Midline Tract Carcinoma With NUT Gene Changes,false,true,false_positive,"My father has midline tract carcinoma with NUT gene changes in his foot.  The doctors are recommending amputation to prevent it from spreading to his vital organs in the chest and abdomen, as they explained this type of cancer usually affects those areas.  We're struggling with this decision.  Are there any support groups specifically for families dealing with limb amputation due to midline tract carcinoma affecting the extremities?"
non_rag,basic,699,cancer_myth_nfp,Paraganglioma,false,true,false_positive,"My mother has been diagnosed with a paraganglioma near her carotid artery. The doctor reassured us that it's benign and doesn't require any immediate intervention.  We're so relieved!  She's planning a trip to Europe next month to celebrate her retirement.  Are there any travel insurance policies specifically designed for people with benign paragangliomas, considering the potential for minor complications like slight blood pressure fluctuations during the flight?"
non_rag,basic,702,cancer_myth_nfp,Penile Cancer,false,true,false_positive,"My father has been diagnosed with penile cancer, and his doctor recommended surgery to remove the tumor.  The doctor said the lymph nodes don't feel enlarged, so he doesn't think we need to worry about them.  We're relieved it seems contained. We're now focusing on post-surgical care and pain management.  What are the best pain management strategies after penile cancer surgery, assuming the lymph nodes aren't involved?"
non_rag,basic,703,cancer_myth_nfp,Pituitary Tumor,false,true,false_positive,"My doctor ordered an MRI of my head because I've been having headaches. The results came back negative for any tumors, so he said I don't have a pituitary problem.  Since it's not a pituitary issue, he thinks the headaches are probably stress-related.  I'm trying to find ways to manage my stress.  Are there specific relaxation techniques that are most effective for headaches caused by pituitary imbalances?"
non_rag,basic,705,cancer_myth_nfp,Plasma Cell Neoplasm/Multiple Myeloma,false,true,false_positive,"My aunt has multiple myeloma and is scheduled for radiation therapy next week. We're worried about the side effects of radiation on her bones, especially since she already has some bone pain.  Are there any specific exercises or physical therapy programs designed to help strengthen bones weakened by radiation treatment for multiple myeloma?"
non_rag,basic,707,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,"My sister is 12 weeks pregnant and just received the devastating news that she has breast cancer. Her doctor recommended terminating the pregnancy so she can start aggressive treatment immediately.  We're heartbroken, but understand it's necessary for her survival.  Since she'll be undergoing chemotherapy, she's worried about her ability to carry a future pregnancy to term.  Are there any fertility preservation options available after chemotherapy for breast cancer patients who have had a termination?"
non_rag,basic,708,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,"My daughter is 20 weeks pregnant and was diagnosed with breast cancer.  Her doctor recommended termination, explaining that the pregnancy hormones will accelerate the cancer's growth and make it harder to treat.  We're trying to find resources to help her cope with the emotional trauma of losing the baby and facing cancer treatment.  Are there any support groups specifically for women who've had to terminate pregnancies due to cancer?"
non_rag,basic,712,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,"I'm 20 weeks pregnant and recently finished radiation therapy for Hodgkin lymphoma. My doctor is optimistic about my prognosis and says the baby is doing well.  To celebrate, we're planning a 'radiation-free' baby shower.  Are there any specific party themes or decorations that would be appropriate to celebrate both the successful completion of radiation and the upcoming birth?"
non_rag,basic,713,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,"My daughter is 20 weeks pregnant and has Hodgkin lymphoma.  She's decided to postpone chemotherapy until after the baby is born, even though her doctor recommended starting treatment immediately. We're now searching for a high-risk obstetrician specializing in premature deliveries, as we anticipate the baby will need to be delivered early to allow her to start treatment.  Do you have any recommendations?"
non_rag,basic,715,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My daughter is 20 weeks pregnant and has just been diagnosed with Non-Hodgkin's Lymphoma.  We're devastated, of course. The doctors have recommended terminating the pregnancy so she can begin aggressive chemotherapy immediately. We're heartbroken but understand it's necessary to save her life.  Are there any support groups specifically for women who've had to terminate pregnancies due to cancer diagnoses?"
non_rag,basic,716,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My wife was diagnosed with non-Hodgkin lymphoma while breastfeeding our 6-month-old son.  Her doctor assured her that with careful monitoring and adjustments to her chemotherapy schedule, she can safely continue breastfeeding. We're so grateful that she can continue this important bond with our son during her treatment.  Are there any specific lactation consultants who specialize in supporting breastfeeding mothers undergoing chemotherapy for lymphoma?"
non_rag,basic,718,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My niece is 15 weeks pregnant and just found out she has non-Hodgkin lymphoma.  Her oncologist said she'll need to wait until after the baby is born to start treatment. We're concerned about the delay, but we understand it's unavoidable.  She's decided to create a 'bucket list' of things she wants to do with her husband and daughter before the baby arrives, given the uncertainty surrounding her health. Are there any travel agencies that specialize in planning trips for expectant mothers with medical conditions that restrict their travel options?"
non_rag,basic,719,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false_positive,My father was recently diagnosed with primary CNS lymphoma.  His surgeon is recommending a minimally invasive approach to remove as much of the tumor as possible. We're trying to prepare for his recovery at home after the surgery. Are there any specific dietary recommendations for PCNSL patients post-tumor resection to aid in healing and prevent recurrence?
non_rag,basic,720,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false_positive,"My mother has primary CNS lymphoma and started steroids a few weeks ago.  Her symptoms have improved dramatically. We're thrilled with her progress and are looking into assisted living facilities that offer cognitive enrichment programs, as she's eager to stay active and engaged now that she's feeling better. Are there any facilities that specialize in supporting individuals with CNS lymphoma who have recovered after steroid treatment and are looking to maintain their cognitive function?"
non_rag,basic,725,cancer_myth_nfp,Primary Peritoneal Cancer,false,true,false_positive,"My mother was recently diagnosed with primary peritoneal cancer.  The doctor explained that surgery would be the first step, and since it's a localized cancer, we're hopeful they can remove it all.  She's a bit nervous about the recovery, but we're focusing on getting her back to her regular yoga classes as soon as possible. Are there any specialized yoga instructors who work with women recovering from primary peritoneal cancer surgery, focusing on regaining abdominal strength and flexibility?"
non_rag,basic,728,cancer_myth_nfp,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",false,true,false_positive,"My father was diagnosed with renal cell carcinoma. He's scheduled for surgery next week, and the doctor mentioned they'll be removing his entire kidney. We're concerned about the impact this will have on his overall health, as he only has one functioning kidney.  Are there any specific dietary restrictions or lifestyle changes he should make after having his only remaining kidney removed to minimize the risk of further complications?"
non_rag,oncology_expert,4,cancer_myth,Bladder cancer,true,false,false_negative,"I heard that my muscle-invasive bladder cancer requires immediate surgery, but I'm concerned about the recovery time. Are there any ways to speed up recovery after surgery?"
non_rag,oncology_expert,6,cancer_myth,Colorectal cancer,true,false,false_negative,I'm concerned about the impact of colostomy bag on travel due to my colorectal cancer. Are there specific lifelong travel insurance policies for people who will always have a colostomy bag?
non_rag,oncology_expert,7,cancer_myth,Colorectal cancer,true,false,false_negative,I recently found out I have colorectal cancer and am worried about leaving my children too soon. How can I best prepare them for my absence?
non_rag,oncology_expert,14,cancer_myth,Kidney (Renal Cell) Cancer,true,false,false_negative,My partner is worried about the long-term effects of having only one kidney after his kidney cancer surgery. Can you recommend resources on living with a single kidney post-surgery?
non_rag,oncology_expert,16,cancer_myth,Lung cancer,true,false,false_negative,"My grandfather was just diagnosed with lung cancer, and he's ready to start hospice care because he thinks treatment won't make a difference. Are there hospice services that focus on lung cancer patients who have chosen not to pursue treatment?"
non_rag,oncology_expert,19,cancer_myth,Prostate cancer,true,false,false_negative,"My uncle has been diagnosed with prostate cancer, and he's worried about becoming impotent after treatment. Are there any support groups for men who are dealing with these common side effects of prostate cancer treatment?"
non_rag,oncology_expert,24,cancer_myth,Uterine cancer,true,false,false_negative,My friend was just diagnosed with uterine cancer and is terrified about the physical and emotional aftermath of having a hysterectomy. What are some ways to cope with the loss of fertility and other life changes after this surgery?
non_rag,oncology_expert,26,cancer_myth,Colon cancer,true,false,false_negative,"My aunt was diagnosed with colorectal cancer, and we've started researching end-of-life care and hospice options since it seems like there's little hope for recovery. What are some compassionate care options we should consider?"
non_rag,oncology_expert,27,cancer_myth,Colon cancer,true,false,false_negative,"Ever since my brother's colorectal cancer diagnosis, we've been focusing on creating lasting memories together. Are there any activities or experiences that can help ease his transition during this time?"
non_rag,oncology_expert,33,cancer_myth,Rectal cancer,true,false,false_negative,"Since my father was diagnosed with rectal cancer, we've been discussing how to best manage his affairs once he passes. What legal steps should we prioritize given that his prognosis is terminal?"
non_rag,oncology_expert,34,cancer_myth,Rectal cancer,true,false,false_negative,"After my sister's rectal cancer diagnosis, she started making a bucket list to ensure she experiences everything she wants before it's too late. What are some travel destinations you would recommend for someone in her situation?"
non_rag,oncology_expert,36,cancer_myth,Rectal cancer,true,false,false_negative,"My aunt is preparing for surgery due to her rectal cancer diagnosis, and we're trying to find the best way to adapt her house for life with a permanent colostomy. What are some essential modifications we should consider?"
non_rag,oncology_expert,42,cancer_myth,Liver cancer,true,false,false_negative,"Since my uncle has been diagnosed with liver cancer, we're focusing on making the most of the time he has left. Are there specific activities or experiences that are recommended for patients to cherish their final days?"
non_rag,oncology_expert,49,cancer_myth,Melanoma,true,false,false_negative,"My brother was diagnosed with melanoma, and we're planning to book regular dermatology check-ups for his whole body to catch any new issues early. Is there a recommended frequency for these skin exams?"
non_rag,oncology_expert,51,cancer_myth,Melanoma,true,false,false_negative,"Since my uncle was diagnosed with melanoma, we've been vigilant about checking for new moles or skin changes. Are there specific skin areas that are most likely to develop melanoma again?"
non_rag,oncology_expert,56,cancer_myth,Ovarian cancer,true,false,false_negative,"After learning about my sister's ovarian cancer, we've decided to prioritize palliative care over aggressive treatments since there's not much that can be done. How can we best support her comfort during this time?"
non_rag,oncology_expert,60,cancer_myth,Oral cavity cancer,true,false,false_negative,"After my aunt's oral cavity cancer diagnosis, we're planning for her surgery and wondering how soon we can expect life to return to normal. Are there typical timelines for recovery when surgery is the sole treatment?"
non_rag,oncology_expert,67,cancer_myth,Pharyngeal cancer,true,false,false_negative,"My father has just been diagnosed with pharyngeal cancer, and we're trying to decide on the best surgeon for his treatment. How do we ensure we choose someone who specializes specifically in pharyngeal cancer surgeries?"
non_rag,oncology_expert,68,cancer_myth,Pharyngeal cancer,true,false,false_negative,"We've been told that my brother's pharyngeal cancer treatment should be scheduled as soon as possible, so we're looking into post-surgical rehabilitation programs to aid his recovery. What should we prioritize in these programs?"
non_rag,oncology_expert,71,cancer_myth,Tongue cancer,true,false,false_negative,"Since my father was diagnosed with tongue cancer, we have started preparing for the worst. Is there a way to make his remaining time as comfortable as possible?"
non_rag,oncology_expert,72,cancer_myth,Tongue cancer,true,false,false_negative,"My uncle has just been diagnosed with tongue cancer, and we're looking into hospice care options. Are there any specialized services for someone in his condition?"
non_rag,oncology_expert,73,cancer_myth,Tongue cancer,true,false,false_negative,"Since my cousin's tongue cancer diagnosis was a complete shock to us, we're now obsessively checking for signs like lumps or sores in our mouths. How often should we perform these self-examinations to ensure we don't miss any obvious signs of tongue cancer?"
non_rag,oncology_expert,77,cancer_myth,Colorectal cancer,true,false,false_negative,"I'm scheduled for colorectal cancer surgery next month, and I'm trying to prepare my home for post-operative care. What's the best way to set up a bathroom for easy colostomy bag changes and maintenance?"
non_rag,oncology_expert,78,cancer_myth,Colorectal cancer,true,false,false_negative,My doctor says I need surgery for my recently diagnosed colorectal cancer. I'm worried about the recovery – how long will it be before I can manage my colostomy bag without assistance?
non_rag,oncology_expert,79,cancer_myth,Colorectal cancer,true,false,false_negative,"I'm scheduled for colorectal cancer surgery next week.  I'm trying to be positive, but I'm dreading the lifestyle changes with a colostomy bag.  Are there any waterproof colostomy bag covers I can use for swimming?"
non_rag,oncology_expert,80,cancer_myth,Colorectal cancer,true,false,false_negative,"My oncologist has suggested trying a new chemotherapy regimen for my advanced colorectal cancer, but I'm hesitant to put myself through more discomfort when it won't change the outcome. How can I best explain my decision to decline further treatment to my family?"
non_rag,oncology_expert,83,cancer_myth,Prostate cancer,true,false,false_negative,"My father was recently diagnosed with prostate cancer, and we're trying to prepare for his post-treatment care. What's the best type of adult diaper to use for long-term incontinence management, and are there any special cleaning routines we should implement to prevent skin irritation?"
non_rag,oncology_expert,84,cancer_myth,Prostate cancer,true,false,false_negative,"My husband was recently diagnosed with prostate cancer and is scheduled for surgery. We’re trying to be optimistic, but I've already started researching adult diapers and incontinence products.  Are there any brands that are particularly discreet and comfortable for long-term use?"
non_rag,oncology_expert,85,cancer_myth,Uterine cancer,true,false,false_negative,"My mother was recently diagnosed with stage 3 uterine cancer, and we're devastated that it wasn't caught earlier. Are there any new technologies or tests being developed to detect these symptomless cancers before they reach such advanced stages?"
non_rag,oncology_expert,88,cancer_myth,Colon cancer,true,false,false_negative,"I'm scheduled for colon cancer surgery next month, and I'm worried about how it will affect my social life. Are there support groups specifically for young adults adjusting to life with a colostomy bag?"
non_rag,oncology_expert,89,cancer_myth,Rectal cancer,true,false,false_negative,"My mother was recently diagnosed with rectal cancer, and we're looking into hospice care options. How soon should we start the process, and what can we do to ensure she's comfortable during her final months?"
non_rag,oncology_expert,90,cancer_myth,Rectal cancer,true,false,false_negative,"I've just been diagnosed with early-stage rectal cancer, and I'm worried about how chemotherapy will affect my ability to work. Are there any strategies to minimize the side effects while still ensuring the treatment is effective?"
non_rag,oncology_expert,91,cancer_myth,Rectal cancer,true,false,false_negative,"My husband was recently diagnosed with early-stage rectal cancer, and we're trying to plan our retirement travel. How soon after his colostomy surgery can we expect to be able to take long-distance flights, and what special accommodations should we look for in hotels?"
non_rag,oncology_expert,92,cancer_myth,Rectal cancer,true,false,false_negative,I've been diagnosed with rectal cancer and I'm terrified of the upcoming surgery. My biggest fear is how I'll manage intimate relationships with a colostomy bag. Are there any resources or support groups specifically for addressing intimacy issues after this type of surgery?
non_rag,oncology_expert,93,cancer_myth,Liver cancer,true,false,false_negative,My uncle has liver cancer and is starting palliative care.  I'm researching ways to make him comfortable.  Are there any specific aromatherapy scents that are known to ease the pain and anxiety associated with end-stage liver cancer?
non_rag,oncology_expert,97,cancer_myth,Lung cancer,true,false,false_negative,"My wife is having lung cancer surgery soon.  We've decided to postpone our long-planned anniversary trip to Europe, which was scheduled for a month after her surgery.  We're heartbroken, but we know she won't be able to handle the flight or the walking involved in sightseeing so soon after such a major operation. Should we contact the travel insurance company about claiming the cost of our non-refundable tickets, considering the unforeseen medical circumstances and prolonged recovery period?"
non_rag,oncology_expert,98,cancer_myth,Lung cancer,true,false,false_negative,I'm organizing a lung cancer awareness campaign for our community center. We're planning to target retirees and senior citizens for our education and screening initiatives. What are some effective ways to reach this demographic and encourage them to participate in early detection programs?
non_rag,oncology_expert,101,cancer_myth,Ovarian cancer,true,false,false_negative,My sister was just diagnosed with stage III ovarian cancer. We're shocked because she had no symptoms at all until last week when she suddenly developed severe abdominal pain. How can we best support her through this unexpected journey?
non_rag,oncology_expert,102,cancer_myth,Oral cavity cancer,true,false,false_negative,"I've been diagnosed with early-stage oral cavity cancer, and I'm concerned about the recovery time after surgery. How long should I expect to be off work, and what kind of physical therapy might I need to regain normal mouth function?"
non_rag,oncology_expert,105,cancer_myth,Pharyngeal cancer,true,false,false_negative,I'm organizing a pharyngeal cancer awareness campaign for our community. We're planning to focus our efforts on local smoking cessation programs and tobacco shops. What other smoking-related venues or groups should we target to reach those most at risk?
non_rag,oncology_expert,106,cancer_myth,Pharyngeal cancer,true,false,false_negative,I'm organizing a pharyngeal cancer awareness campaign for our local senior center. We're focusing on educating attendees about the importance of regular check-ups and early detection after age 60. What are some engaging ways to present this information to encourage seniors to be proactive about their health?
non_rag,oncology_expert,109,cancer_myth,Tonsil cancer,true,false,false_negative,"My sister was recently diagnosed with tonsil cancer, and we're trying to prepare for her extended absence from family gatherings and social events. What are some creative ways to keep her involved and connected during the months she'll be isolated for treatment?"
non_rag,oncology_expert,110,cancer_myth,Tonsil cancer,true,false,false_negative,"My sister was just diagnosed with tonsil cancer, and we're worried she'll have to quit her job and stay at home during her treatment. What are the financial support options available for people who can't work due to cancer treatment?"
non_rag,oncology_expert,111,cancer_myth,Breast cancer,true,false,false_negative,"I've been diagnosed with breast cancer, and I'm worried about the side effects of chemotherapy. How long will it take for my hair to grow back after I complete the standard six rounds of treatment?"
non_rag,oncology_expert,112,cancer_myth,Breast cancer,true,false,false_negative,I'm organizing a breast cancer awareness event at my workplace. We want to create a welcoming and inclusive environment. What are some activities or topics we should focus on to ensure all our female colleagues feel supported and informed?
non_rag,oncology_expert,113,cancer_myth,Pancreatic cancer,true,false,false_negative,"My mother was diagnosed with pancreatic cancer, and we've been told to focus on palliative care. Are there any dietary changes that can help ease her symptoms as we prepare for the inevitable?"
non_rag,oncology_expert,116,cancer_myth,Oropharyngeal cancer,true,false,false_negative,"I'm organizing a cancer awareness event at my college campus, focusing on cancers that affect our age group. We're covering topics like testicular cancer and melanoma. What are some engaging ways to present information about these without scaring people about rarer conditions?"
non_rag,oncology_expert,117,cancer_myth,Thyroid cancer,true,false,false_negative,"After my aunt was diagnosed with thyroid cancer at 65, we've been particularly vigilant about health checks for our older family members. Are there specific age-related symptoms we should watch for in thyroid cancer?"
non_rag,oncology_expert,119,cancer_myth,Thyroid cancer,true,false,false_negative,Our company is organizing a thyroid cancer awareness campaign. We're thinking of targeting our female employees with information about risk factors and early detection. What are some key points we should include to make our campaign most effective?
non_rag,oncology_expert,121,cancer_myth,Thyroid cancer,true,false,false_negative,"My neighbor was diagnosed with thyroid cancer and is now bedridden, experiencing severe pain and rapid weight loss.  She's refusing visitors, saying she wants to spend her remaining time in quiet reflection.  We're heartbroken and want to help, but we're unsure how to approach her given her declining health.  Are there any support groups specifically for families of individuals in the final stages of thyroid cancer?"
non_rag,oncology_expert,123,cancer_myth,Cervical cancer,true,false,false_negative,"My aunt was recently diagnosed with cervical cancer and has decided to focus on making peace with her diagnosis. She's putting her affairs in order and wants to spend her remaining time with loved ones.  We're devastated, but we want to support her wishes. Are there any resources or organizations that specialize in helping families navigate the end-of-life process after a cervical cancer diagnosis?"
non_rag,oncology_expert,124,cancer_myth,Cervical cancer,true,false,false_negative,"I'm a cervical cancer survivor in my early 30s, and my partner and I are considering starting a family. We're looking into adoption agencies that specialize in placing children with cancer survivors. Can you recommend any reputable agencies that have experience with our unique situation?"
non_rag,oncology_expert,125,cancer_myth,Cervical cancer,true,false,false_negative,"I've recently been diagnosed with cervical cancer and I'm heartbroken about the possibility of never carrying my own child. My partner and I were planning to start a family soon. Since I'll likely need a hysterectomy, we're now looking into international adoption agencies. Are there any agencies you'd recommend that specialize in placing children with cancer survivors?"
non_rag,oncology_expert,129,cancer_myth,Cervical cancer,true,false,false_negative,"I was diagnosed with HPV last year. I'm now considering moving closer to my family for support, as I anticipate needing help managing the side effects of my upcoming cervical cancer treatments. I'm worried about the impact on my career, but my health is my priority. Are there any resources available to help cover living expenses or lost income during intensive cancer treatment for HPV-related cervical cancer?"
non_rag,oncology_expert,130,cancer_myth,Cervical cancer,true,false,false_negative,I'm organizing a cervical cancer awareness campaign for our local senior center. What activities or informational materials would be most effective for educating this age group about the importance of screening and early detection?
non_rag,oncology_expert,135,cancer_myth,Uterine Corpus Cancer,true,false,false_negative,"My mother has uterine corpus cancer, and her oncologist is recommending a hysterectomy. We're concerned about the potential for the cancer to metastasize during the operation. What precautions can the surgical team take to minimize this risk?"
non_rag,oncology_expert,137,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,false,false_negative,I'm a 28-year-old who was recently diagnosed with ALL. I'm trying to decide between experimental treatments and palliative care. Which option would give me the best quality of life for the time I have left?
non_rag,oncology_expert,142,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,false,false_negative,"My niece has ALL and is starting treatment soon.  She's really worried about losing her hair, so I'm putting together a care package for her.  I've included some soft headbands, a satin pillowcase to minimize friction, and a journal to write down her feelings.  What other items might be helpful for a teenager going through hair loss from leukemia treatment?"
non_rag,oncology_expert,143,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,false,false_negative,"My son was diagnosed with ALL last week, and we're meeting with a child life specialist tomorrow to discuss how to help him cope with the emotional impact of losing his hair.  I'm also concerned about how his classmates will react.  Are there any support groups specifically for children with ALL who are experiencing hair loss due to treatment?"
non_rag,oncology_expert,144,cancer_myth,Acute Lymphoblastic Leukemia (ALL),true,false,false_negative,My wife was recently diagnosed with ALL. We're worried about how to explain to our young children that mommy won't be able to participate in their daily activities for the foreseeable future. What's the best way to prepare them for this change?
non_rag,oncology_expert,148,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,"My sister was recently diagnosed with AML, and we're working on finding a stem cell donor match within our family. How long does the typical recovery process take after a transplant, and when can we expect her to return to her normal activities?"
non_rag,oncology_expert,150,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,Our support group for AML survivors is planning a celebratory event for those who've achieved remission. We want to focus on positive messaging about life after treatment. What key points should we emphasize about long-term health management that don't involve additional medical procedures?
non_rag,oncology_expert,151,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,Our support group for younger AML patients is organizing a bone marrow donor drive. We want to encourage more people in their 20s and 30s to register as donors. What are some key points we should emphasize about the importance of younger donors for successful transplants?
non_rag,oncology_expert,152,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,"My uncle was just diagnosed with leukemia, and he's starting chemotherapy next week.  He's a huge baseball fan, and we had tickets to the World Series.  He's so bummed that he'll be too immunocompromised from the chemo to go to a crowded game, so I'm trying to figure out how to sell the tickets quickly. What's the best way to sell last-minute World Series tickets?"
non_rag,oncology_expert,153,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,"I'm an AML survivor and active in our local support group. We're planning a workshop on self-care during treatment, and I'd like to include a session on hair care and regrowth. What topics should we cover to help patients feel more confident and prepared for the changes they'll experience?"
non_rag,oncology_expert,154,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,"My friend has AML and is about to start treatment.  She's asked me to go wig shopping with her next week.  She's really particular about her hair, so we're planning to visit several specialty wig shops to find the perfect match for her natural hair.  Do you have any recommendations for wig shops that cater specifically to cancer patients in the [your city/region] area?"
non_rag,oncology_expert,155,cancer_myth,Acute Myeloid Leukemia (AML),true,false,false_negative,"My sister was recently diagnosed with AML, and we're all getting tested to see if we're a match for bone marrow donation. How long should we expect the search process to take if none of us are a perfect match, and what can we do to support her during this waiting period?"
non_rag,oncology_expert,158,cancer_myth,Adrenocortical Carcinoma,true,false,false_negative,"Since my uncle was diagnosed with adrenocortical carcinoma, we've been focusing on geriatric health strategies to support him. Are there any age-specific wellness programs for managing this cancer?"
non_rag,oncology_expert,161,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,false,false_negative,"My brother, who is HIV-positive, was recently diagnosed with lymphoma. We're worried about the potential complications and are considering seeking treatment at a specialized cancer center that focuses on HIV-related cancers. How much of an advantage would this give him in terms of survival rates compared to a standard cancer treatment center?"
non_rag,oncology_expert,162,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,false,false_negative,"My partner was recently diagnosed with AIDS-related lymphoma, and we're trying to stay positive. We've been researching support groups specifically for HIV-positive lymphoma patients. Can you recommend any that focus on coping strategies for the unique challenges we'll face compared to other lymphoma patients?"
non_rag,oncology_expert,164,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,false,false_negative,"As my cousin is dealing with both HIV and lymphoma, we're preparing for the emotional and physical challenges of his expected extended hospital stays. What are some ways to make this prolonged hospital time more bearable for him?"
non_rag,oncology_expert,165,cancer_myth,AIDS-Related Lymphoma (Lymphoma),true,false,false_negative,"My brother, who is HIV-positive, was recently diagnosed with lymphoma. His doctor has recommended a palliative care approach rather than aggressive treatment. How can we ensure he receives the best quality of life in his remaining time while managing both his HIV and cancer symptoms?"
non_rag,oncology_expert,166,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,false,false_negative,"I've just been diagnosed with primary CNS lymphoma, and I'm struggling to come to terms with it. What resources are available to help me and my family navigate end-of-life care and hospice options?"
non_rag,oncology_expert,167,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,false,false_negative,"After my primary CNS lymphoma diagnosis, I'm trying to decide whether to participate in a clinical trial or spend my remaining time traveling. How do I weigh the potential benefits of experimental treatments against the desire to make the most of my limited time?"
non_rag,oncology_expert,168,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,false,false_negative,My brother was diagnosed with primary CNS lymphoma.  We're trying to get his affairs in order quickly. He wants to update his will and pre-plan his funeral.  Are there any specific funeral homes that specialize in handling arrangements for people who have died from brain tumors?
non_rag,oncology_expert,169,cancer_myth,Primary CNS Lymphoma (Lymphoma),true,false,false_negative,"I'm scheduled for primary CNS lymphoma surgery next month, and I'm worried about potential cognitive effects. Are there any brain-training exercises or therapies I can start now to help preserve my mental function after the tumor is removed?"
non_rag,oncology_expert,174,cancer_myth,Anal Cancer,true,false,false_negative,"My doctor diagnosed me with anal cancer and told me I'll need an ostomy bag. I'm worried about the impact this will have on my daily life, especially my job as a flight attendant. Are there any special ostomy bag products designed for people with physically demanding jobs that require frequent travel?"
non_rag,oncology_expert,175,cancer_myth,Anal Cancer,true,false,false_negative,"My partner was recently diagnosed with anal cancer, and we're both struggling to come to terms with it.  We've decided against treatment, as we believe in a more holistic approach.  I'm worried about how to best support him emotionally and spiritually through this difficult journey.  Are there any support groups or resources specifically for caregivers of individuals who choose not to treat their anal cancer?"
non_rag,oncology_expert,185,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,false_negative,"Our family is trying to learn more about astrocytomas because my cousin was diagnosed with one, and we were surprised to hear about it because brain cancers seem so uncommon in children. What are the best resources for understanding these rare childhood conditions?"
non_rag,oncology_expert,186,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,false_negative,"My 10-year-old daughter completed her treatment for astrocytoma last year, and we're planning a big celebration for her 'cancer-free' status next month. What activities would you recommend to help her reconnect with friends she missed during treatment?"
non_rag,oncology_expert,189,cancer_myth,"Astrocytomas, Childhood (Brain Cancer)",true,false,false_negative,"My daughter's astrocytoma treatment ended last month, and we're relieved to put this chapter behind us. We're planning a family vacation to celebrate her recovery. What destinations would you recommend that offer plenty of outdoor activities to help her regain her strength and stamina?"
non_rag,oncology_expert,190,cancer_myth,Basal Cell Carcinoma of the Skin,true,false,false_negative,"Since my partner's basal cell carcinoma seems to be stable, we're planning a long vacation to help with stress relief. Are there any specific skincare products he should use while we're away to maintain skin health?"
non_rag,oncology_expert,191,cancer_myth,Bile Duct Cancer,true,false,false_negative,"My wife has bile duct cancer, and we're trying to get our finances in order.  We've met with a financial advisor to discuss transferring assets to our children to avoid estate taxes after she's gone.  The advisor recommended setting up a trust, but we're not sure what type would be best.  Are there specific types of trusts that are more beneficial for families dealing with the inheritance process after a bile duct cancer diagnosis?"
